reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c	nan	nan	nan	0.0
h_p + trp__L_p <=> h_c + trp__L_c	0.0	0.0	0.0	0.0
trp__L_e <=> trp__L_p	0.0	0.0	0.0	0.0
2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c	-67.9864380503	-24.4666952746	-24.4666952746	0.963789276767
atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c	nan	nan	nan	0.0
tsul_e <=> tsul_p	0.0	0.0	0.0	0.0
ttdca_e --> ttdca_p	0.0	0.0	0.0	0.0
ttdcea_e --> ttdcea_p	nan	nan	nan	0.0
atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c	nan	nan	nan	0.0
tungs_e <=> tungs_p	0.0	0.0	0.0	0.0
tym_e <=> tym_p	0.0	0.0	0.0	0.0
h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p	nan	nan	nan	0.0
h2o_p + tyrp_p --> pi_p + tyr__L_p	nan	nan	nan	0.0
tyrp_e <=> tyrp_p	0.0	0.0	0.0	0.0
akg_c + tyr__L_c <=> 34hpp_c + glu__L_c	nan	nan	nan	0.0
atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c	nan	nan	nan	0.0
h_p + tyr__L_p <=> h_c + tyr__L_c	0.0	0.0	0.0	0.0
tyr__L_e <=> tyr__L_p	0.0	0.0	0.0	0.0
3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c	nan	nan	nan	0.0
26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c	nan	nan	nan	0.0
h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p	nan	nan	nan	0.0
h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p	nan	nan	nan	0.0
uacgam_e <=> uacgam_p	0.0	0.0	0.0	0.0
h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c	nan	nan	nan	0.0
uacgam_c <=> uacmam_c	0.0	0.0	0.0	0.0
3hmrsACP_c + uacgam_c <=> ACP_c + u3aga_c	nan	nan	nan	0.0
pep_c + uacgam_c --> pi_c + uaccg_c	nan	nan	nan	0.0
acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c	nan	nan	nan	0.0
uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c	-10.2584849981	-14.0633964061	-14.0633964061	2.93670812352
atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c	nan	nan	nan	0.0
ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c	nan	nan	nan	0.0
h_c + nadph_c + uaccg_c --> nadp_c + uamr_c	-105.660870901	-59.6555787598	-59.6555787598	1.72821752056
h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c	nan	nan	nan	0.0
frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c	nan	nan	nan	0.0
h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p	nan	nan	nan	0.0
udcpp_p --> udcpp_c	0.0	0.0	0.0	0.0
udpacgal_e <=> udpacgal_p	0.0	0.0	0.0	0.0
udpg_c <=> udpgal_c	0.0	0.0	0.0	0.0
udpgal_c --> udpgalfur_c	5.48493679138	5.48494408934	5.48494408934	1.87014276571
h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p	nan	nan	nan	0.0
udpgal_e <=> udpgal_p	0.0	0.0	0.0	0.0
h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c	nan	nan	nan	0.0
nad_c + udpglcur_c --> co2_c + nadh_c + udpLa4o_c	nan	nan	nan	0.0
udpglcur_e <=> udpglcur_p	0.0	0.0	0.0	0.0
h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p	nan	nan	nan	0.0
udpg_e <=> udpg_p	0.0	0.0	0.0	0.0
glu__L_c + udpLa4o_c <=> akg_c + udpLa4n_c	nan	nan	nan	0.0
h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p	nan	nan	nan	0.0
gal1p_c + udpg_c <=> g1p_c + udpgal_c	0.0	0.0	0.0	0.0
h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c	nan	nan	nan	0.0
alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c	nan	nan	nan	0.0
h2o_c + u3aga_c --> ac_c + u3hga_c	nan	nan	nan	0.0
10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c	48.9888754408	5.00017481947	5.00017481947	9.42011515691
uLa4n_c --> uLa4n_p	nan	nan	nan	0.0
LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c	nan	nan	nan	0.0
h2o_c + um4p_c --> ala__D_c + ugmd_c	nan	nan	nan	0.0
LalaDgluMdapDala_c + atp_c + uamr_c --> adp_c + h_c + pi_c + um4p_c	nan	nan	nan	0.0
atp_c + ump_c <=> adp_c + udp_c	-44.7646961518	-2.9237501052	-2.9237501052	0.698011490678
ump_e <=> ump_p	0.0	0.0	0.0	0.0
2kmb_c + glu__L_c --> akg_c + met__L_c	nan	nan	nan	0.0
h2o_c + uLa4fn_c --> for_c + uLa4n_c	nan	nan	nan	0.0
udcpp_c + udpLa4fn_c --> uLa4fn_c + udp_c	nan	nan	nan	0.0
2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c	148.270463067	66.1284743631	66.1284743631	554361.534802
hmbil_c --> h2o_c + uppg3_c	nan	nan	nan	0.0
4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c	nan	nan	nan	0.0
prpp_c + ura_c --> ppi_c + ump_c	nan	nan	nan	0.0
h_p + ura_p --> h_c + ura_c	0.0	0.0	0.0	0.0
h_p + ura_p <=> h_c + ura_c	0.0	0.0	0.0	0.0
ura_e <=> ura_p	0.0	0.0	0.0	0.0
nad_c + urdglyc_c --> h_c + nadh_c + oxur_c	-7.07713343398	-53.4135547733	-53.4135547733	5.22994167411
urea_e <=> urea_p	0.0	0.0	0.0	0.0
urea_p <=> urea_c	0.0	0.0	0.0	0.0
2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c	nan	nan	nan	0.0
atp_c + dump_c <=> adp_c + dudp_c	-44.7646961518	-2.90999857415	-2.90999857415	0.698011490678
h2o_c + uri_c --> rib__D_c + ura_c	nan	nan	nan	0.0
gtp_c + uri_c --> gdp_c + h_c + ump_c	24.4401503703	-16.6844073404	-16.6844073404	1.11098227219
h_p + uri_p --> h_c + uri_c	0.0	0.0	0.0	0.0
h_p + uri_p <=> h_c + uri_c	0.0	0.0	0.0	0.0
uri_e <=> uri_p	0.0	0.0	0.0	0.0
h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c	nan	nan	nan	0.0
akg_c + val__L_c <=> 3mob_c + glu__L_c	0.0	1.20856977645	1.20856977645	0.0
atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c	nan	nan	nan	0.0
atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c	nan	nan	nan	0.0
h_p + val__L_p <=> h_c + val__L_c	0.0	0.0	0.0	0.0
val__L_e <=> val__L_p	0.0	0.0	0.0	0.0
3mob_c + ala__L_c --> pyr_c + val__L_c	0.0	0.00521309089356	0.00521309089356	0.0
xu5p__L_c --> ru5p__L_c	0.0	0.0	0.0	0.0
h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c	nan	nan	nan	0.0
h_p + xan_p --> h_c + xan_c	0.0	0.0	0.0	0.0
xan_e <=> xan_p	0.0	0.0	0.0	0.0
xan_p <=> xan_c	0.0	0.0	0.0	0.0
xmp_e <=> xmp_p	0.0	0.0	0.0	0.0
prpp_c + xan_c --> ppi_c + xmp_c	nan	nan	nan	0.0
h2o_c + xtsn_c --> rib__D_c + xan_c	nan	nan	nan	0.0
h_p + xtsn_p <=> h_c + xtsn_c	0.0	0.0	0.0	0.0
xtsn_e <=> xtsn_p	0.0	0.0	0.0	0.0
xyl__D_c <=> xylu__D_c	0.636058378937	0.633074996391	0.633074996391	0.891234087714
glc__D_c <=> fru_c	0.636058378937	0.633005550913	0.633005550913	0.891234087714
atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c	27.3811895404	-12.9255104113	-12.9255104113	2.0252596809
atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c	27.3811895404	-12.9255104113	-12.9255104113	2.0252596809
h_p + xylu__L_p --> h_c + xylu__L_c	0.0	0.0	0.0	0.0
xylu__L_e <=> xylu__L_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c	nan	nan	nan	0.0
h_p + xyl__D_p --> h_c + xyl__D_c	0.0	0.0	0.0	0.0
xyl__D_e <=> xyl__D_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p	nan	nan	nan	0.0
h_p + zn2_c --> h_c + zn2_p	0.0	0.0	0.0	0.0
zn2_p --> zn2_c	0.0	0.0	0.0	0.0
atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c	nan	nan	nan	0.0
zn2_e <=> zn2_p	0.0	0.0	0.0	0.0
