cid,dG0_f
C10979, -248.73
C10980,  112.18
C10981,  139.56
C10982, -234.33
C10983,  -20.24
C10984,  -56.56
C10985,  -37.07
C10986, -138.73
C10987, -136.07
C10988,  -12.26
C10989,   43.13
C10990, -702.82
C10991,   61.07
C10992, -741.59
C10993, -419.36
C10994,  699.24
C10995,  494.60
C10996, -427.86
C10997,  240.82
C10998,  275.69
C10999,  261.70
C11000,   93.17
C11001,  148.51
C11002,     nan
C11003,  134.58
C11004,  134.58
C11005,   64.19
C11006,  110.76
C11007, -103.33
C11008,  110.76
C11009,  -72.83
C11010,  -44.77
C11011, -169.26
C11012,  231.82
C11013,  -44.77
C11014,  -44.77
C11015,  122.88
C11016,  303.65
C11017, -297.77
C11018,     nan
C11019,  185.58
C11020, -433.64
C11021, -461.95
C11022,     nan
C11023,     nan
C11024, -369.66
C11025,     nan
C11026,     nan
C11027,     nan
C11028,     nan
C11029, -364.94
C11030,     nan
C11031, -403.68
C11032, -433.38
C11033,  -44.61
C11034, -104.40
C11035, -463.28
C11036,  130.93
C11037,  163.93
C11038,-2259.07
C11039,-3124.74
C11040,  141.10
C11041,     nan
C11042,   11.21
C11043, -136.98
C11044,  -27.26
C11045, -643.36
C11047,     nan
C11048,  124.72
C11049, -724.18
C11050, -889.79
C11051, -881.27
C11052,  -33.25
C11053, -540.09
C11054, -756.49
C11055, -803.93
C11056, -811.22
C11057,  189.58
C11058, -233.06
C11059, -233.06
C11060, -420.29
C11061, -834.52
C11062,-3362.02
C11063,    4.27
C11064,   66.34
C11065,  -37.06
C11066, -283.71
C11067, -301.55
C11068, -276.74
C11069, -443.64
C11070, -461.48
C11071,  223.54
C11072, -309.01
C11073, -178.53
C11074, -315.98
C11075,   40.79
C11076,   95.25
C11077, -204.13
C11078,  -72.67
C11079,  276.32
C11080, -159.95
C11081,  -50.95
C11082,   88.29
C11083,     nan
C11084, -115.02
C11085,     nan
C11086,   66.14
C11087,   59.18
C11088,  -18.79
C11089,  -32.72
C11090,     nan
C11091,  119.70
C11092,   38.76
C11093,   38.76
C11094,     nan
C11095,  -20.36
C11096,  374.46
C11097,     nan
C11098,     nan
C11099,     nan
C11100,   61.64
C11101, -204.59
C11102,     nan
C11103,     nan
C11104,     nan
C11105,     nan
C11106, -297.90
C11107,     nan
C11108, -494.72
C11109, -335.50
C11110,  471.19
C11111, -558.30
C11112,     nan
C11113,  351.74
C11114,  379.49
C11115,  -47.50
C11116, -110.09
C11117, -634.47
C11118,  -42.52
C11119,     nan
C11120,   82.51
C11121,     nan
C11122,  108.78
C11123,     nan
C11124,  -45.18
C11125,     nan
C11126,     nan
C11127,     nan
C11128,  252.78
C11129, -185.14
C11130, -208.42
C11131,-1257.94
C11132,-1234.66
C11133,-1036.44
C11134, -984.88
C11135,-1015.64
C11136,-1015.64
C11141,     nan
C11142,  -22.84
C11143,   37.27
C11144, -137.28
C11145, -781.14
C11146,     nan
C11147,  -27.78
C11148, -157.07
C11149, -388.28
C11150, -375.58
C11151,     nan
C11152,     nan
C11153,-1584.43
C11154, -117.00
C11155, -783.09
C11156,     nan
C11158, -410.92
C11159,-1803.06
C11160,     nan
C11161,     nan
C11162,-1099.15
C11163,   63.03
C11164,  312.15
C11165,   22.73
C11166, -818.97
C11168,     nan
C11169,  253.11
C11170,-1215.40
C11171, -500.04
C11172,  242.54
C11173, -470.94
C11174,-6892.21
C11175, -781.04
C11177,  219.55
C11178,     nan
C11179,  395.23
C11180,  339.71
C11181,  367.83
C11182,   -4.42
C11184, -783.56
C11185,  113.74
C11186,-1194.06
C11188,   32.00
C11189,  639.00
C11190,  139.56
C11191,  410.61
C11193,  -99.02
C11194,  134.73
C11195, -615.50
C11196,  101.88
C11198, -118.68
C11199, -411.88
C11200,  -96.25
C11201,  748.06
C11202,     nan
C11203,     nan
C11205,  138.98
C11206,  -41.40
C11207,  471.81
C11208,  -85.81
C11210,     nan
C11212, -248.66
C11213, -644.22
C11214,     nan
C11215,     nan
C11216,     nan
C11217, -393.55
C11218, -941.76
C11219,  328.57
C11221, -458.07
C11222, -663.39
C11223,     nan
C11224,   46.79
C11225, -606.33
C11226,  273.67
C11227, -314.51
C11228,   56.25
C11229,     nan
C11230,-1429.36
C11231,-1361.53
C11232,  256.58
C11233, -493.38
C11234, -137.02
C11235,     nan
C11236,  -57.79
C11237,-1007.59
C11238,  650.19
C11239,   97.16
C11240, -188.74
C11242,     nan
C11243,     nan
C11244,     nan
C11245,-2569.84
C11246,-1341.75
C11248, -243.61
C11249,   42.46
C11250, -685.42
C11251,   21.58
C11252, -313.85
C11253,-1263.61
C11254,-1915.03
C11255, -165.77
C11256,  -15.14
C11257,     nan
C11258,     nan
C11259,     nan
C11260, -334.10
C11261,     nan
C11262, -514.64
C11263,  486.51
C11264,   97.54
C11265,     nan
C11266, -185.17
C11268, -533.54
C11269, -812.67
C11271,    5.02
C11272,  -59.51
C11273,  371.07
C11274,   19.88
C11275,  139.12
C11276,     nan
C11277, -559.39
C11278,     nan
C11279,  125.19
C11280, -165.50
C11281, -479.38
C11282,     nan
C11283,     nan
C11284, -102.02
C11285,   -0.22
C11288,-1229.99
C11289,-1760.95
C11290,   73.41
C11292, -433.32
C11293,     nan
C11294,  -15.42
C11295, -789.84
C11296, -685.49
C11297, -581.14
C11298, -480.34
C11299, -552.26
C11300, -707.97
C11301,-1168.58
C11302, -865.88
C11303, -851.95
C11304,-1328.19
C11305,     nan
C11306, -455.59
C11307,  265.94
C11308, -332.95
C11309, -171.06
C11310,  304.16
C11311,-1148.51
C11312,-1295.49
C11313, -976.99
C11314,-1149.75
C11315,     nan
C11316,     nan
C11317, -527.36
C11318, -606.04
C11319, -249.02
C11320, -367.55
C11321,-1139.26
C11322,  179.98
C11323,-1712.99
C11324, -175.98
C11325, -175.98
C11326, -363.79
C11327, -803.53
C11328, -552.45
C11329, -713.24
C11330, -748.38
C11331, -627.64
C11332, -445.42
C11333, -566.16
C11334,     nan
C11335,   34.64
C11336, -640.19
C11337,  308.67
C11338, -266.07
C11339,-1044.09
C11340, -996.58
C11341,  -76.56
C11342, -630.92
C11343,  -89.04
C11344, -110.57
C11345,     nan
C11346,-1177.86
C11347, -914.63
C11348,  -33.19
C11349,     nan
C11350,   19.55
C11351,-1423.86
C11352,   70.18
C11353, -377.19
C11354, -370.99
C11355, -647.40
C11356,-1490.34
C11357,  227.78
C11358,   38.39
C11359,  -84.11
C11360,  215.25
C11361, -487.12
C11362,  -17.43
C11363,-1729.46
C11365, -223.67
C11366, -679.19
C11367, -400.08
C11368, -183.05
C11369,-1277.30
C11370,-1082.59
C11371, -219.23
C11372, -561.45
C11373, -413.20
C11374, -354.31
C11375,-1573.02
C11376,-1364.77
C11377,     nan
C11378,  584.09
C11379,  233.86
C11380, -396.96
C11381, -114.44
C11382,   39.21
C11383,  -26.09
C11384,   -2.48
C11385,     nan
C11386,  -42.56
C11387, -105.28
C11388,   30.61
C11389,   30.61
C11390,  -85.43
C11391,   80.70
C11392,  103.49
C11393, -122.47
C11394, -107.78
C11395,  -49.38
C11396,  -30.96
C11397,  -30.96
C11398,   -7.68
C11399,  -30.96
C11400,  -30.96
C11401,   -7.68
C11402, -134.24
C11403, -134.24
C11404, -377.84
C11405, -340.24
C11406, -373.03
C11407,-3201.65
C11408,  -49.38
C11409,  -49.38
C11410,  -30.96
C11411,  -30.96
C11412,   -7.68
C11413,  -30.96
C11414, -134.24
C11415,   -7.68
C11416,  -30.96
C11417, -377.84
C11418, -134.24
C11419, -340.24
C11420, -373.03
C11421,-3201.65
C11422,  298.40
C11425, -421.12
C11426, -349.15
C11427, -111.04
C11428,  -81.45
C11429,  139.58
C11430,   95.24
C11431,  167.63
C11432,   95.24
C11433,  100.18
C11434,-1479.49
C11435,-2657.08
C11436,-3486.66
C11437,-1440.31
C11438,     nan
C11439,     nan
C11440,     nan
C11441,     nan
C11442,     nan
C11443,     nan
C11444,     nan
C11445,     nan
C11446,     nan
C11447,-2574.14
C11448,     nan
C11449,     nan
C11453, -310.20
C11455,  171.70
C11456, -595.69
C11457, -404.78
C11458,   21.11
C11459,  -59.11
C11460,-2782.38
C11461,-2657.95
C11462, -298.40
C11463,     nan
C11464,     nan
C11465, -607.13
C11466, -602.19
C11467, -875.33
C11468,     nan
C11469,-1938.57
C11471,     nan
C11472,-2742.85
C11473,  153.83
C11474,  106.93
C11475,     nan
C11476, -753.70
C11477,     nan
C11478,     nan
C11480,  -60.49
C11481,     nan
C11482,     nan
C11483,    0.74
C11484,  -42.59
C11485,  132.73
C11486,  -25.76
C11487,  -11.55
C11488, -267.40
C11489, -127.82
C11490, -558.86
C11491, -307.89
C11492, -279.89
C11493,     nan
C11494,  -74.72
C11495,  -74.72
C11496, -883.26
C11497, -845.66
C11498, -883.26
C11499,-1261.04
C11500, -157.75
C11501, -375.36
C11502,-3421.07
C11503, -170.23
C11504, -169.44
C11505,   65.81
C11506, -115.03
C11507, -115.03
C11508,  171.77
C11509,  -45.56
C11510, -133.48
C11511, -851.51
C11512, -306.14
C11513,     nan
C11514, -891.86
C11515, -891.86
C11516,-2174.85
C11519,  -61.27
C11520,     nan
C11521,-3739.09
C11522,  147.82
C11523,  153.32
C11524,     nan
C11525,     nan
C11526,-6892.21
C11527, -570.96
C11529,     nan
C11531,     nan
C11535,-1431.39
C11536,-2097.46
C11537,-1261.04
C11538,     nan
C11539,-2164.63
C11540,     nan
C11541,     nan
C11542,-2317.48
C11543,-2292.26
C11544,-1333.62
C11545,-2018.10
C11546,-1156.10
C11547,     nan
C11548,     nan
C11549,     nan
C11550,     nan
C11551,     nan
C11552,     nan
C11553,     nan
C11554,     nan
C11555,-4314.23
C11556,     nan
C11557,     nan
C11560,     nan
C11561,     nan
C11562,  264.98
C11563,     nan
C11564,  -67.82
C11565,  558.92
C11566,     nan
C11567,  439.57
C11568,  300.71
C11569,     nan
C11570,     nan
C11571,  309.68
C11572,     nan
C11573,  -68.36
C11574,  -62.19
C11575,  -62.19
C11576, -379.14
C11577, -481.82
C11578, -374.20
C11579, -365.67
C11580, -390.83
C11581, -370.60
C11582,     nan
C11583,     nan
C11584, -938.20
C11585, -797.72
C11586, -888.66
C11587, -719.34
C11588, -598.37
C11589, -644.39
C11590, -378.89
C11591,     nan
C11592, -315.53
C11593,     nan
C11594,     nan
C11595,     nan
C11596, -486.07
C11597,-1053.82
C11598,     nan
C11599,     nan
C11600,     nan
C11601,  600.16
C11602,  169.05
C11603,-1053.65
C11604, -171.81
C11605, -315.59
C11606, -292.59
C11607, -894.19
C11608,-1090.00
C11609,-1121.58
C11610,-1190.68
C11611, -801.19
C11612,     nan
C11613,     nan
C11614,     nan
C11615, -751.67
C11616, -769.18
C11617, -758.64
C11618, -181.13
C11619, -870.95
C11620, -908.35
C11621, -278.66
C11622,  510.73
C11623, -168.89
C11624,-1195.09
C11625,     nan
C11626,     nan
C11627,     nan
C11628,  189.69
C11629, -821.73
C11630, -635.79
C11631, -593.24
C11632,     nan
C11633,     nan
C11634,     nan
C11635,     nan
C11636,-1236.98
C11637, -462.48
C11638,-1152.64
C11639,-2074.92
C11640,-1505.79
C11641,     nan
C11642,     nan
C11643,     nan
C11644,-1720.53
C11645,-1537.98
C11646,-1756.86
C11647,-1784.86
C11648,-1208.98
C11649,-1236.98
C11650,-1756.86
C11651, -238.19
C11652,-1019.38
C11653,-1019.38
C11654,-1194.88
C11655,     nan
C11656, -902.36
C11657,-1450.24
C11658,-1450.24
C11659,-1536.33
C11660,-1644.95
C11661,-1407.25
C11662,-1927.12
C11663,-2062.23
C11664,-1775.27
C11665,-1752.48
C11666,-1749.89
C11667,-1749.89
C11668,-1903.84
C11669,-1876.37
C11670, -902.36
C11671,-1193.38
C11672,-1255.40
C11673,-1412.49
C11674,-1596.08
C11675,     nan
C11676,     nan
C11677,     nan
C11678, -143.12
C11679,  -28.56
C11680, -105.16
C11681, -105.16
C11682, -135.92
C11683, -135.92
C11684, -757.91
C11685,  -32.70
C11686, -213.56
C11687,   19.30
C11688, -111.85
C11689,  432.62
C11690,     nan
C11691, -184.29
C11692,     nan
C11694,   57.70
C11695,  128.44
C11696, -332.84
C11697, -177.52
C11698, -148.06
C11699,  -23.84
C11700,-1302.09
C11701,     nan
C11702, -465.58
C11703, -403.35
C11704,  188.99
C11705,     nan
C11706,  217.26
C11707,   93.01
C11708, -155.59
C11709,  127.25
C11710,  463.17
C11711, -684.05
C11712, -805.79
C11713,    5.18
C11714,    5.18
C11715,  202.23
C11716,  232.58
C11717, -552.50
C11718,  442.87
C11719,  442.08
C11720, -496.36
C11721, -888.19
C11723, -299.92
C11724, -625.91
C11725, -138.48
C11726, -398.24
C11727, -816.43
C11728,-1466.20
C11729, -304.93
C11730,     nan
C11731,  -66.16
C11732,     nan
C11733,  161.78
C11734,  110.56
C11735, -330.96
C11736, -746.77
C11737, -516.16
C11738,  308.27
C11739,  348.37
C11740,  445.16
C11741,  338.43
C11742,   75.11
C11743,  281.41
C11744,     nan
C11745, -226.06
C11746,     nan
C11747,     nan
C11748,     nan
C11749, -452.01
C11750, -725.83
C11751, -583.67
C11752, -621.81
C11754, -398.70
C11755,-1421.25
C11756,     nan
C11757,     nan
C11758,-1115.04
C11760, -213.45
C11761,  128.91
C11762, -159.06
C11763,  239.17
C11764,     nan
C11765,  232.30
C11766,  263.64
C11767,     nan
C11768, -446.69
C11769, -156.71
C11770, -346.40
C11771, -405.85
C11772,  -32.74
C11773, -332.08
C11774, -343.10
C11775, -455.92
C11776,  -84.32
C11777,   61.58
C11778,     nan
C11779,     nan
C11780,     nan
C11781,     nan
C11782,     nan
C11783,     nan
C11784,     nan
C11785,     nan
C11786,     nan
C11787,     nan
C11788,     nan
C11789,     nan
C11790,     nan
C11791,     nan
C11792, -121.79
C11793,     nan
C11794,     nan
C11795,     nan
C11796,   76.27
C11797,  349.15
C11798,  231.60
C11799,     nan
C11800,     nan
C11801,     nan
C11802,     nan
C11803,  -27.89
C11804,     nan
C11805,     nan
C11806,     nan
C11807,     nan
C11808,     nan
C11809,     nan
C11810,     nan
C11811,-1988.82
C11812,     nan
C11813,-1201.82
C11814,-1201.82
C11815,-1196.89
C11816, -321.13
C11817,   70.80
C11818, -488.95
C11819, -177.52
C11820, -408.83
C11821, -413.23
C11822, -481.66
C11823,     nan
C11824,     nan
C11825, -140.35
C11826,-1978.24
C11827,-1546.76
C11829,     nan
C11830,     nan
C11831,     nan
C11832,     nan
C11833, -739.18
C11834,  -87.38
C11837, -385.52
C11838, -561.49
C11839, -493.21
C11840, -451.42
C11841, -479.28
C11842, -544.73
C11843, -621.58
C11844, -364.62
C11845, -394.86
C11846, -272.82
C11847, -132.90
C11848, -127.65
C11849, -391.16
C11850,     nan
C11851,     nan
C11853,     nan
C11854,     nan
C11855,     nan
C11856,     nan
C11857,     nan
C11858,     nan
C11859,     nan
C11860,     nan
C11861,     nan
C11862,     nan
C11863,     nan
C11864,     nan
C11865,     nan
C11866,     nan
C11867,     nan
C11868,     nan
C11869,     nan
C11870,     nan
C11871,     nan
C11872,     nan
C11873,     nan
C11874,     nan
C11875,     nan
C11876,     nan
C11877,  262.74
C11878,  161.25
C11879,  161.25
C11880,  178.64
C11881,  154.45
C11882,    4.16
C11883,    4.16
C11884,   21.56
C11885,   61.63
C11886,   44.23
C11887,   44.23
C11888, -173.37
C11889, -155.97
C11890,     nan
C11891,     nan
C11892,     nan
C11893,  146.59
C11894,   87.50
C11895,  -59.97
C11896, -195.08
C11897, -230.24
C11898, -365.34
C11899,-1308.88
C11900,-1437.20
C11901,-1696.27
C11902,-1696.27
C11903,  641.40
C11904,  641.40
C11905,     nan
C11906,     nan
C11907,-2781.08
C11908,-2793.42
C11909,-2623.15
C11910,-2498.72
C11911,-2414.91
C11912,-2816.70
C11913, -644.37
C11915,-2623.16
C11916,-2646.45
C11917, -520.14
C11918, -312.41
C11919,-2414.91
C11920,-2646.43
C11921,-2589.37
C11922,-2623.15
C11923,-2646.43
C11924, -213.73
C11925,-2668.99
C11926,-2793.42
C11927,-2623.15
C11928,-2623.15
C11929,-3075.13
C11930,-2599.87
C11931,-2599.87
C11932,-2623.15
C11933,-2585.18
C11934,-3226.98
C11935,-3203.70
C11936,-3414.65
C11937, -179.20
C11938, -132.82
C11939,  -92.74
C11940, -310.34
C11941, -123.20
C11942,   77.95
C11943, -139.66
C11944, -139.66
C11945,-3001.06
C11946,-3001.06
C11947,-3236.57
C11948,-3200.43
C11949,-3100.93
C11950, -239.52
C11951,   -7.68
C11952,  -85.43
C11953, -908.01
C11954, -967.05
C11955, -990.33
C11956, -933.27
C11957,-1270.09
C11958,-1213.02
C11959,-1549.85
C11960,-1492.78
C11961, -700.18
C11962, -759.23
C11963, -782.51
C11964, -725.44
C11965,-1062.26
C11966,-1005.20
C11967,-1342.02
C11968,-1284.95
C11969, -901.04
C11970, -960.09
C11971, -983.37
C11972, -926.30
C11973,-1263.13
C11974,-1206.06
C11975,-1542.88
C11976,-1485.81
C11977, -693.22
C11978, -752.26
C11979, -775.54
C11980, -718.47
C11981,-1055.30
C11982, -998.23
C11983,-1335.06
C11984,-1277.99
C11985,-1664.93
C11986,-1800.03
C11987,-1924.09
C11988,-1917.13
C11989, -792.46
C11990, -902.33
C11991,-1239.15
C11992,-1182.08
C11993, -434.95
C11994, -540.26
C11995, -699.47
C11996, -711.77
C11997, -555.64
C11998, -660.94
C11999, -832.46
C12000, -565.31
C12001, -840.88
C12002,-1114.98
C12003,-1629.52
C12006,-2824.07
C12007,-1248.68
C12008,     nan
C12009, -248.56
C12011, -858.91
C12012,     nan
C12013, -762.20
C12014,     nan
C12016,     nan
C12017, -929.09
C12018, -520.94
C12019, -335.42
C12020, -411.19
C12021,-1215.05
C12022,     nan
C12023,  415.02
C12024,-1266.21
C12025, -830.84
C12026, -629.05
C12027, -536.67
C12029, -399.17
C12030,     nan
C12032, -666.49
C12033, -201.05
C12034,     nan
C12035,     nan
C12036,     nan
C12037,  -61.00
C12038, -160.97
C12039, -387.03
C12040,     nan
C12041,  285.50
C12042,     nan
C12043,-1639.37
C12044,     nan
C12045,     nan
C12046,     nan
C12047,-1404.03
C12048,     nan
C12049, -954.35
C12050,-3983.02
C12051, -464.57
C12052, -295.70
C12053,     nan
C12054,     nan
C12055, -770.20
C12056, -250.65
C12057,-1599.61
C12058, -186.62
C12059, -194.73
C12062,   92.94
C12063,-1955.64
C12064, -390.71
C12065,     nan
C12066,     nan
C12067, -684.07
C12068, -316.16
C12069, -467.51
C12070,-1096.30
C12072,     nan
C12073,     nan
C12075,     nan
C12076,     nan
C12077, -180.17
C12078,     nan
C12079,-1004.35
C12080, -638.08
C12081,-2108.64
C12082,-2264.39
C12083,  169.02
C12085, -101.53
C12087, -209.21
C12088, -104.60
C12089, -351.38
C12090, -100.74
C12091,-2231.79
C12092,-3033.48
C12093, -226.52
C12095,-1515.88
C12096,-2054.20
C12098, -698.19
C12099, -374.49
C12100, -221.27
C12101, -309.33
C12102,-1275.13
C12103, -208.74
C12104, -278.39
C12105,     nan
C12106,-1775.15
C12107, -403.98
C12108, -639.77
C12109, -802.24
C12110, -294.33
C12111, -486.25
C12112,-1893.07
C12113, -942.69
C12114,     nan
C12115, -403.98
C12116, -167.55
C12117, -131.40
C12118, -103.40
C12119, -313.76
C12120,  -93.80
C12121, -672.42
C12122, -729.08
C12123, -105.61
C12124, -696.20
C12125, -278.66
C12126,     nan
C12127,-1102.50
C12128, -696.20
C12129,-5545.80
C12130,-4501.87
C12131,-4972.08
C12132,-5748.96
C12133,-4855.12
C12134, -689.91
C12135, -684.97
C12136,-1102.50
C12137,-1025.08
C12138,-1431.38
C12139,-1426.44
C12140,-1421.50
C12141,-1223.29
C12142,  159.72
C12143,  137.73
